,Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
558,4525,6451794.091,1872695.064,9.001579502657279,6451794.091,1872695.064,9.141123250465759,9.14484984368756
559,4526,6451796.293,1872693.096,9.235464646583686,6451796.293,1872693.096,9.145418227877109,9.14256631300831
560,4527,6451798.563,1872691.089,9.195955417635501,6451798.563,1872691.089,9.143453883059333,9.14484984368756
561,4528,6451800.821,1872689.088,9.133436641919653,6451800.821,1872689.088,9.14541822524938,9.142831526788887
562,4529,6451803.064,1872687.101,8.829341054040787,6451803.064,1872687.101,9.110771799794243,9.14484984368756
563,4530,6451805.241,1872685.19,8.540257224216337,6451805.241,1872685.19,9.018094578957543,9.1425663125382
564,4531,6451807.379,1872683.379,8.239502299699913,6451807.379,1872683.379,9.17582922454275,9.14484984368756
565,4532,6451809.452,1872681.644,8.1735318273504,6451809.452,1872681.644,8.972411738682112,9.14484984368756
566,4533,6451811.511,1872679.926,8.227073722456202,6451811.511,1872679.926,9.022517623238537,9.144849845814473
567,4534,6451813.577,1872678.189,8.228117071235253,6451813.577,1872678.189,8.923146890408804,9.142566310411702
568,4535,6451815.635,1872676.442,8.171565216336592,6451815.635,1872676.442,9.161369801970062,9.144849844157553
569,4536,6451817.678,1872674.706,8.25873022119196,6451817.678,1872674.706,9.153779359434614,9.144849845814473
570,4537,6451819.75,1872672.96,8.538287492484102,6451819.75,1872672.96,9.14484984368756,9.142566310411702
571,4538,6451821.888,1872671.15,8.819044455084859,6451821.888,1872671.15,9.144849845814473,9.142831526788887
572,4539,6451824.071,1872669.251,9.125248272505988,6451824.071,1872669.251,9.14484984368756,9.14484984368756
573,4540,6451826.321,1872667.276,9.199500744966578,6451826.321,1872667.276,9.1425663125382,9.233446011696511
574,4541,6451828.592,1872665.288,9.143876554135563,6451828.592,1872665.288,9.144849844157553,9.003610912683218
575,4542,6451830.851,1872663.314,9.143876556273112,6451830.851,1872663.314,9.14484984368756,8.768954034817057
576,4543,6451833.11,1872661.34,9.143876554602532,6451833.11,1872661.34,9.1425663125382,8.535567412988646
577,4544,6451835.369,1872659.366,9.143876554135563,6451835.369,1872659.366,9.14484984368756,8.245029864423095
578,4545,6451837.628,1872657.392,9.143876556273112,6451837.628,1872657.392,9.144849845814473,8.030218478733367
579,4546,6451839.887,1872655.418,9.232477028522098,6451839.887,1872655.418,9.142831524661503,7.786008463598915
580,4547,6451842.168,1872653.425,9.00234165945789,6451842.168,1872653.425,9.1425663125382,7.519907097841417
581,4548,6451844.381,1872651.469,8.736887175627206,6451844.381,1872651.469,9.14484984368756,7.476567555530139
582,4549,6451846.55,1872649.595,8.539160628459378,6451846.55,1872649.595,9.144849844157553,7.339473875802632
583,4550,6451848.66,1872647.752,8.736887175627206,6451848.66,1872647.752,9.1425663125382,7.29803995373128
584,4551,6451850.829,1872645.878,9.00234165945789,6451850.829,1872645.878,9.14484984368756,7.329483713398776
