,Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
555,8312,6451346.983,1873124.46,8.992297396735268,6451346.983,1873124.46,9.142525156491063,8.822999221808312
556,8313,6451349.092,1873122.397,8.990118756827707,6451349.092,1873122.397,10.667952103027519,8.488957982412131
557,8314,6451351.2,1873120.334,8.992297397231514,6451351.2,1873120.334,9.144782286337355,8.219068065029337
558,8315,6451353.309,1873118.271,8.992297394706016,6451353.309,1873118.271,9.144574022274195,8.542604428350076
559,8316,6451355.418,1873116.208,8.992250905297952,6451355.418,1873116.208,9.142525156491063,8.775725570081548
560,8317,6451357.526,1873114.144,8.992297397231514,6451357.526,1873114.144,9.142525156491063,8.47931742208867
561,8318,6451359.635,1873112.081,8.992297397231514,6451359.635,1873112.081,9.146830646004178,8.193878935988664
562,8319,6451361.744,1873110.018,8.99011875633134,6451361.744,1873110.018,9.142525158398957,8.206398544144621
563,8320,6451363.852,1873107.955,8.98346487595077,6451363.852,1873107.955,9.144574022274195,8.63369337170137
564,8321,6451365.954,1873105.889,8.990118756827707,6451365.954,1873105.889,9.142525156491063,8.946006696922979
565,8322,6451368.062,1873103.826,9.039429196994389,6451368.062,1873103.826,9.146830646004178,9.007085487017255
566,8323,6451370.207,1873101.778,9.099999378816046,6451370.207,1873101.778,9.142525156491063,8.878916077181744
567,8324,6451372.399,1873099.751,9.15037926917649,6451372.399,1873099.751,9.144574022274195,8.86446439584139
568,8325,6451374.628,1873097.74,9.157852320090255,6451374.628,1873097.74,9.142525156491063,8.876723217505349
569,8326,6451376.863,1873095.732,9.148116414067307,6451376.863,1873095.732,9.144782286337355,8.955300473668485
570,8327,6451379.091,1873093.721,9.150158949823892,6451379.091,1873093.721,9.144574021748838,8.80773118907788
571,8328,6451381.319,1873091.709,9.148116413591808,6451381.319,1873091.709,9.142525157016538,8.515656533245258
572,8329,6451383.547,1873089.698,9.148116414067307,6451383.547,1873089.698,9.144574021748838,8.411004462142692
573,8330,6451385.775,1873087.687,9.148116411484569,6451385.775,1873087.687,9.144782288244777,8.513339547839022
574,8331,6451388.003,1873085.676,9.148116413591808,6451388.003,1873085.676,9.144574021748838,8.881102646712414
575,8332,6451390.231,1873083.665,9.148116413591808,6451390.231,1873083.665,9.142525157016538,8.87325570217383
576,8333,6451392.459,1873081.654,9.150158950299524,6451392.459,1873081.654,9.144574021748838,8.44053665822033
577,8334,6451394.687,1873079.642,9.148116413591808,6451394.687,1873079.642,9.144782286337355,8.059023821505786
578,8335,6451396.915,1873077.631,9.148116413591808,6451396.915,1873077.631,9.142525156491063,7.702112056199858
579,8336,6451399.143,1873075.62,9.148116414067307,6451399.143,1873075.62,9.144574022274195,7.544838711518569
580,8337,6451401.371,1873073.609,9.148116413591808,6451401.371,1873073.609,9.142525156491063,7.620300527200465
581,8338,6451403.599,1873071.598,9.148116411484569,6451403.599,1873071.598,9.146830646004178,7.620300525154433
582,8339,6451405.827,1873069.587,9.150158950299524,6451405.827,1873069.587,9.154426851681269,7.6202176239133514
583,8340,6451408.055,1873067.575,9.148116413591808,6451408.055,1873067.575,9.146296888218234,7.620300527200465
584,8341,6451410.283,1873065.564,9.270886208387127,6451410.283,1873065.564,9.087611360236776,7.620300527200465
585,8342,6451412.53,1873063.514,8.80355797923013,6451412.53,1873063.514,8.997035163314905,7.618103908063473
586,8343,6451414.645,1873061.547,8.27524815197815,6451414.645,1873061.547,8.928416139418736,7.620300527200465
587,8344,6451416.656,1873059.723,7.761544526652356,6451416.656,1873059.723,8.90615220798129,7.620300527200465
588,8345,6451418.574,1873058.048,7.336617675616398,6451418.574,1873058.048,8.915746475180088,7.6202176239133514
589,8346,6451420.357,1873056.431,7.542726042486299,6451420.357,1873056.431,8.918569358348966,7.620300527200465
590,8347,6451422.141,1873054.716,7.577900552313216,6451422.141,1873054.716,8.918667273877567,7.620300527200465
591,8348,6451423.9,1873052.959,7.08687857402584,6451423.9,1873052.959,8.918569356387342,7.618103908063473
592,8349,6451425.561,1873051.332,6.630204343855729,6451425.561,1873051.332,8.916463349303152,7.620300525154433
