Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
1841,6451459.265,1873006.861,11.505638524839988,6451380.235,1873047.251,10.72234074977141,13.730569948186528
1842,6451462.074,1873004.15,11.6946053032612,6451382.75,1873044.823,10.67052727826882,13.730569948186528
1843,6451464.814,1873001.515,11.822615056385247,6451385.272,1873042.396,10.661383724474245,13.730569948186528
1844,6451467.608,1872998.847,11.929289850655287,6451387.795,1873039.97,10.664431575739105,13.730569948186528
1845,6451470.449,1872996.093,12.06339530630905,6451390.317,1873037.543,10.664431575739105,13.730569948186528
1846,6451473.353,1872993.3,12.160926546784516,6451392.84,1873035.117,10.664431575739105,13.730569948186528
1847,6451476.236,1872990.527,12.1914050594331,6451395.362,1873032.69,10.664431575739105,13.736665650716244
1848,6451479.119,1872987.754,12.188357208168242,6451397.884,1873030.264,10.664431575739105,13.748857055775677
1849,6451482.001,1872984.981,12.182261505638524,6451400.407,1873027.838,10.664431575739105,13.74580920451082
1850,6451484.884,1872982.208,12.179213654373667,6451402.929,1873025.411,10.664431575739105,13.76104846083511
1851,6451487.767,1872979.435,12.176165803108809,6451405.451,1873022.985,10.67052727826882,13.934775982932033
1852,6451490.649,1872976.662,12.218835720816825,6451407.974,1873020.558,10.67357512953368,14.373666565071623
1853,6451493.508,1872973.906,12.355989027735445,6451410.503,1873018.134,10.646144468149954,14.943614751600121
1854,6451496.463,1872971.133,12.6150563852484,6451413.021,1873015.678,10.539469673879914,15.257543431880524
1855,6451499.508,1872968.272,12.941176470588236,6451415.507,1873013.24,10.344407192928983,15.028954587016154
1856,6451502.643,1872965.264,13.218530935690337,6451417.967,1873010.985,10.08838768668089,14.282231027125876
1857,6451505.866,1872962.228,13.37397135019811,6451420.422,1873008.83,9.853703139286802,13.41054556537641
1858,6451509.194,1872959.302,13.431880524230417,6451422.893,1873006.852,9.695214873514171,12.919841511734226
1859,6451512.494,1872956.435,13.474550441938433,6451425.376,1873004.914,9.625114294422431,13.017372752209692
1860,6451515.798,1872953.526,13.547698872295033,6451427.854,1873002.946,9.60987503809814,13.520268210911306
1861,6451519.127,1872950.526,13.63913441024078,6451430.332,1873000.979,9.615970740627857,14.102407802499238
1862,6451522.494,1872947.512,13.703139286802804,6451432.81,1872999.011,9.48796098750381,14.465102103017372
