Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
7149,6451246.862,1873211.107,13.739713501981102,6451138.364,1873346.282,13.715330691862237,12.93203291679366
7150,6451250.072,1873207.943,13.721426394391955,6451141.388,1873342.95,13.715330691862237,13.194148125571472
7151,6451253.282,1873204.779,13.590368790003048,6451144.413,1873339.618,13.715330691862237,13.434928375495275
7152,6451256.493,1873201.558,13.291679366046937,6451147.438,1873336.286,13.715330691862237,13.605608046327339
7153,6451259.542,1873198.524,12.672965559280707,6451150.462,1873332.954,13.715330691862237,13.697043584273086
7154,6451262.503,1873195.661,11.80128009753124,6451153.487,1873329.622,13.715330691862237,13.724474245656811
7155,6451265.337,1873192.93,11.203901249619017,6451156.512,1873326.29,13.715330691862237,13.718378543127095
7156,6451268.229,1873190.437,11.118561414202986,6451159.536,1873322.958,13.715330691862237,13.715330691862237
7157,6451271.156,1873187.869,11.46906430966169,6451162.561,1873319.626,13.715330691862237,13.712282840597378
7158,6451274.227,1873185.212,11.965864065833586,6451165.586,1873316.295,13.715330691862237,13.712282840597378
7159,6451277.248,1873182.578,12.179213654373667,6451168.61,1873312.963,13.67266077415422,13.715330691862237
7160,6451280.264,1873179.964,12.163974398049374,6451171.635,1873309.631,13.575129533678755,13.715330691862237
7161,6451283.301,1873177.381,12.148735141725084,6451174.66,1873306.299,13.508076805851873,13.715330691862237
7162,6451286.376,1873174.827,12.15178299298994,6451177.684,1873302.967,13.508076805851873,13.678756476683938
7163,6451289.467,1873172.28,12.157878695519658,6451180.709,1873299.635,13.575129533678755,13.596464492532764
7164,6451292.548,1873169.727,12.163974398049374,6451183.734,1873296.303,13.67266077415422,13.535507467235597
7165,6451295.63,1873167.174,12.17007010057909,6451186.758,1873292.971,13.715330691862237,13.535507467235597
7166,6451298.712,1873164.622,12.1548308442548,6451189.783,1873289.64,13.715330691862237,13.593416641267906
7167,6451301.79,1873162.032,12.081682413898202,6451192.808,1873286.308,13.715330691862237,13.675708625419079
7168,6451304.875,1873159.515,11.914050594330996,6451195.832,1873282.976,13.715330691862237,13.709234989332518
7169,6451308.0,1873157.12,11.661078939347759,6451198.857,1873279.644,13.715330691862237,13.712282840597378
7170,6451311.031,1873154.833,11.383724474245657,6451201.882,1873276.312,13.715330691862237,13.712282840597378
7171,6451313.968,1873152.622,11.11246571167327,6451204.906,1873272.98,13.715330691862237,13.706187138067662
7172,6451316.792,1873150.326,10.868637610484607,6451207.931,1873269.648,13.715330691862237,13.706187138067662
7173,6451319.467,1873148.005,10.646144468149954,6451210.955,1873266.316,13.715330691862237,13.724474245656811
7174,6451322.027,1873145.718,10.469369094788174,6451213.98,1873262.984,13.715330691862237,13.764096312099968
7175,6451324.5,1873143.409,10.402316366961292,6451217.005,1873259.653,13.712282840597378,13.828101188661991
7176,6451326.918,1873141.088,10.4602255409936,6451220.029,1873256.321,13.678756476683938,13.90429747028345
7177,6451329.405,1873138.681,10.606522401706796,6451223.054,1873252.989,13.593416641267906,13.864675403840293
7178,6451331.931,1873136.233,10.780249923803717,6451226.079,1873249.657,13.53245961597074,13.669612922889362
7179,6451334.556,1873133.807,10.920451081987197,6451229.103,1873246.325,13.53245961597074,13.520268210911306
7180,6451337.224,1873131.385,10.993599512343797,6451232.128,1873242.993,13.590368790003048,13.529411764705882
7181,6451339.986,1873128.966,11.00579091740323,6451235.153,1873239.661,13.675708625419079,13.700091435537946
7182,6451342.655,1873126.546,11.014934471197805,6451238.177,1873236.329,13.709234989332518,13.892106065224016
7183,6451345.246,1873124.109,11.069795793965254,6451241.202,1873232.998,13.709234989332518,13.85248399878086
7184,6451347.933,1873121.649,11.133800670527279,6451244.227,1873229.666,13.709234989332518,13.636086558975922
7185,6451350.689,1873119.168,11.155135629381286,6451247.251,1873226.334,13.709234989332518,13.453215483084426
7186,6451353.54,1873116.677,11.20085339835416,6451250.276,1873223.002,13.712282840597378,13.428832672965559
7187,6451356.511,1873114.186,11.313623895153915,6451253.301,1873219.67,13.712282840597378,13.581225236208473
7188,6451359.459,1873111.697,11.487351417250837,6451256.325,1873216.338,13.712282840597378,13.782383419689118
7189,6451362.407,1873109.208,11.67936604693691,6451259.357,1873213.008,13.709234989332518,13.873818957634867
7190,6451365.355,1873106.719,11.749466626028648,6451262.359,1873209.656,13.69399573300823,13.809814081072844
7191,6451368.303,1873104.23,11.67936604693691,6451265.364,1873206.315,13.547698872295033,13.663517220359646
7192,6451371.27,1873101.715,11.490399268515697,6451268.465,1873203.065,13.24900944833892,13.55074672355989
7193,6451374.104,1873099.248,11.16427918317586,6451271.624,1873199.938,13.038707711063699,13.511124657116731
7194,6451376.821,1873096.874,10.728436452301128,6451274.852,1873196.911,13.029564157269125,13.462359036879
7195,6451379.392,1873094.579,10.265163060042669,6451278.162,1873193.905,13.227674489484912,13.300822919841512
7196,6451381.803,1873092.374,9.84151173422737,6451281.449,1873190.879,13.498933252057299,12.999085644620541
7197,6451384.089,1873090.215,9.5032002438281,6451284.736,1873187.853,13.617799451386771,12.642487046632123
7198,6451386.298,1873088.113,9.280707101493446,6451288.023,1873184.827,13.62084730265163,12.365132581530021
7199,6451388.439,1873086.054,9.16793660469369,6451291.311,1873181.801,13.587320938738188,12.218835720816825
7200,6451390.601,1873083.974,9.13441024078025,6451294.618,1873178.754,13.486741846997866,12.179213654373667
7201,6451392.763,1873081.894,9.137458092045108,6451297.863,1873175.75,13.331301432490095,12.1914050594331
7202,6451394.925,1873079.814,9.137458092045108,6451301.056,1873172.835,13.188052423041755,12.200548613227674
7203,6451397.087,1873077.735,9.137458092045108,6451304.19,1873169.943,13.14538250533374,12.173117951843949
7204,6451399.256,1873075.657,9.16793660469369,6451307.284,1873167.004,13.194148125571472,12.01462968607132
7205,6451401.382,1873073.579,9.27461139896373,6451310.412,1873163.926,13.242913745809204,11.700701005790917
7206,6451403.592,1873071.488,9.4666260286498,6451313.595,1873160.879,13.23072234074977,11.362389515391648
7207,6451405.923,1873069.375,9.722645534897897,6451316.811,1873158.012,13.157573910393173,11.103322157878695
7208,6451408.361,1873067.242,9.987808594940567,6451320.062,1873155.188,13.090521182566292,10.950929594635781
7209,6451410.91,1873065.099,10.19506248095093,6451323.225,1873152.341,13.05394696738799,10.905211825662908
7210,6451413.589,1873062.957,10.323072234074976,6451326.355,1873149.384,12.992989942090826,10.93569033831149
7211,6451416.247,1873060.816,10.374885705577567,6451329.428,1873146.382,12.861932337701921,11.066747942700397
7212,6451418.905,1873058.675,10.387077110637,6451332.44,1873143.472,12.636391344102407,11.270953977445899
7213,6451421.563,1873056.534,10.377933556842425,6451335.394,1873140.59,12.362084730265163,11.368485217921364
7214,6451424.222,1873054.393,10.301737275220967,6451338.291,1873137.837,12.163974398049374,11.26790612618104
7215,6451426.896,1873052.226,10.10362694300518,6451341.085,1873135.17,12.112160926546785,11.069795793965254
7216,6451429.427,1873050.106,9.795793965254495,6451343.953,1873132.43,12.1914050594331,10.941786040841206
7217,6451431.842,1873048.1,9.445291069795793,6451346.851,1873129.624,12.270649192319414,10.95397744590064
