,Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
665,4713,6451746.751,1872738.216,9.233446009569391,6451746.751,1872738.216,12.097512384742558,9.140547487159992
666,4714,6451749.021,1872736.21,9.144849845814473,6451749.021,1872736.21,12.271600793053207,9.144849845814473
667,4715,6451751.269,1872734.223,9.142566310411702,6451751.269,1872734.223,12.190812747821319,9.14484984368756
668,4716,6451753.516,1872732.236,9.144849845814473,6451753.516,1872732.236,12.281717721668306,9.1425663125382
669,4717,6451755.764,1872730.249,9.14484984368756,6451755.764,1872730.249,12.050683830221532,9.14484984368756
670,4718,6451758.012,1872728.262,9.142566310881811,6451758.012,1872728.262,11.653522878608475,9.14484984368756
671,4719,6451760.259,1872726.275,9.235464646583686,6451760.259,1872726.275,11.259766219689759,9.144849845814473
672,4720,6451762.529,1872724.268,9.00638253025681,6451762.529,1872724.268,11.262638812027463,9.142566310881811
673,4721,6451764.716,1872722.281,8.607548761304223,6451764.716,1872722.281,11.51029489516196,9.144849845814473
674,4722,6451766.817,1872720.394,8.158133566963851,6451766.817,1872720.394,11.732602067225095,9.14484984368756
675,4723,6451768.837,1872718.638,7.758570693244184,6451768.837,1872718.638,11.665406011642578,9.14054748928696
676,4724,6451770.771,1872716.983,7.5296686761724105,6451770.771,1872716.983,11.746851619299253,9.14484984368756
677,4725,6451772.622,1872715.347,7.620283457896453,6451772.622,1872715.347,12.017764235373862,9.14484984368756
678,4726,6451774.495,1872713.691,7.6182648801591535,6451774.495,1872713.691,12.15170935113248,9.144849845814473
679,4727,6451776.368,1872712.036,7.620283460493172,6451776.368,1872712.036,12.040021312047685,9.142566310411702
680,4728,6451778.241,1872710.38,7.620283457896453,6451778.241,1872710.38,12.064528052787482,9.144849844157553
681,4729,6451780.114,1872708.724,7.620283457896453,6451780.114,1872708.724,12.134019092949092,9.144849845814473
682,4730,6451781.987,1872707.068,7.618264882286371,6451781.987,1872707.068,12.180650441176562,9.14484984368756
683,4731,6451783.86,1872705.413,7.6225672022934425,6451783.86,1872705.413,12.267983420321578,9.1425663125382
684,4732,6451785.734,1872703.757,7.620283457896453,6451785.734,1872703.757,12.06532618387037,9.14484984368756
685,4733,6451787.607,1872702.101,7.620283460023105,6451787.607,1872702.101,11.549957533974704,9.142831524661503
686,4734,6451789.48,1872700.445,7.6182648801591535,6451789.48,1872700.445,11.120228560919017,9.233181387881519
687,4735,6451791.353,1872698.79,7.620283457896453,6451791.353,1872698.79,10.783120127680736,9.00638253025681
688,4736,6451793.226,1872697.134,7.620283460493172,6451793.226,1872697.134,10.336438071998835,8.607548761778425
689,4737,6451795.099,1872695.478,7.620283457896453,6451795.099,1872695.478,10.461120100521054,8.158133566963851
690,4738,6451796.972,1872693.822,7.6182648801591535,6451796.972,1872693.822,10.55007599957621,7.758570692782774
691,4739,6451798.845,1872692.167,7.620283460023105,6451798.845,1872692.167,10.688696310039292,7.5296686766423875
692,4740,6451800.718,1872690.511,7.589381063554424,6451800.718,1872690.511,10.680334655205568,7.620283457896453
693,4741,6451802.581,1872688.859,7.629421637912777,6451802.581,1872688.859,10.66941635643867,7.620283457896453
694,4742,6451804.458,1872687.203,7.816475215397426,6451804.458,1872687.203,10.667132589838364,7.620283460023105
695,4743,6451806.399,1872685.527,7.957936336583541,6451806.399,1872685.527,10.667132591965107,7.6182648801591535
696,4744,6451808.378,1872683.824,8.150624425264185,6451808.378,1872683.824,10.669416354311572,7.6225672022934425
697,4745,6451810.423,1872682.101,8.191976749548857,6451810.423,1872682.101,10.667132591965107,7.620283460023105
698,4746,6451812.479,1872680.37,8.1560060504709,6451812.479,1872680.37,10.757747491525372,7.620283458366518
699,4747,6451814.517,1872678.636,8.159274542153215,6451814.517,1872678.636,10.530814859613155,7.6182648801591535
700,4748,6451816.553,1872676.898,8.158327724688986,6451816.553,1872676.898,10.129797229614132,7.620283460023105
701,4749,6451818.592,1872675.164,8.101419443237805,6451818.592,1872675.164,9.682663687587306,7.620283457896453
702,4750,6451820.626,1872673.453,8.190704221017814,6451820.626,1872673.453,9.284975472645932,7.620283457896453
703,4751,6451822.689,1872671.731,8.499986186279795,6451822.689,1872671.731,9.051951404845298,7.618264882286371
704,4752,6451824.819,1872669.931,8.80295802865521,6451824.819,1872669.931,9.144849845814473,7.620283457896453
705,4753,6451826.995,1872668.032,9.111512074054612,6451826.995,1872668.032,9.144849844157553,7.620283457896453
706,4754,6451829.239,1872666.057,9.203801787907558,6451829.239,1872666.057,9.1425663125382,7.622567204420594
707,4755,6451831.511,1872664.068,9.143876554135563,6451831.511,1872664.068,9.14484984368756,7.608872771537439
708,4756,6451833.77,1872662.094,9.143876556273112,6451833.77,1872662.094,9.142831524661503,7.6182648801591535
709,4757,6451836.029,1872660.12,9.143876554602532,6451836.029,1872660.12,9.144849845814473,7.673235724922934
710,4758,6451838.288,1872658.146,9.143876556273112,6451838.288,1872658.146,9.142566310411702,7.743362267128129
711,4759,6451840.547,1872656.172,9.143876554135563,6451840.547,1872656.172,9.144849845814473,7.79944190849459
712,4760,6451842.806,1872654.198,9.14387655674008,6451842.806,1872654.198,9.14484984368756,7.8094982569578
713,4761,6451845.065,1872652.224,9.143876554135563,6451845.065,1872652.224,9.142566310411702,7.796396139969941
714,4762,6451847.324,1872650.25,9.143876554135563,6451847.324,1872650.25,9.144849846284465,7.798257218760348
715,4763,6451849.583,1872648.276,9.14387655674008,6451849.583,1872648.276,9.14484984368756,7.799232262996952
716,4764,6451851.842,1872646.302,9.143876554135563,6451851.842,1872646.302,9.144849845814473,7.798257220919461
717,4765,6451854.101,1872644.328,9.143876556273112,6451854.101,1872644.328,9.142566310411702,7.808032515237252
718,4766,6451856.36,1872642.354,9.143876554602532,6451856.36,1872642.354,9.142831524661503,7.709244644050647
719,4767,6451858.619,1872640.38,9.143876554135563,6451858.619,1872640.38,9.144849845814473,7.82154631871321
720,4768,6451860.878,1872638.406,9.143876556273112,6451860.878,1872638.406,9.142566310411702,8.226144875232704
721,4769,6451863.137,1872636.432,9.143876554135563,6451863.137,1872636.432,9.144849845814473,8.637867445151032
722,4770,6451865.396,1872634.458,9.14387655674008,6451865.396,1872634.458,9.144849844157553,9.099860023655099
723,4771,6451867.655,1872632.484,9.146171949396201,6451867.655,1872632.484,9.14484984368756,9.090937840347674
724,4772,6451869.915,1872630.51,9.143876554135563,6451869.915,1872630.51,9.1425663125382,8.739193793211115
725,4773,6451872.174,1872628.536,9.14387655674008,6451872.174,1872628.536,9.14484984368756,8.62976650307646
726,4774,6451874.433,1872626.562,9.143876554135563,6451874.433,1872626.562,9.144849845814473,8.68166554490584
727,4775,6451876.692,1872624.588,9.143876556273112,6451876.692,1872624.588,9.197977228558138,8.465043971723983
728,4776,6451878.951,1872622.614,9.143876554602532,6451878.951,1872622.614,9.133436641919653,8.160385758911163
729,4777,6451881.21,1872620.64,9.143876554135563,6451881.21,1872620.64,8.827330581278098,7.760061941954221
730,4778,6451883.469,1872618.666,9.143876556273112,6451883.469,1872618.666,8.542583223446169,7.532444273479032
731,4779,6451885.728,1872616.692,9.143876554135563,6451885.728,1872616.692,8.238315487776312,7.530149233184064
732,4780,6451887.987,1872614.718,9.14387655674008,6451887.987,1872614.718,8.174335954235197,7.760589290979474
733,4781,6451890.246,1872612.744,9.143876554135563,6451890.246,1872612.744,8.224528031171749,8.02831512471687
734,4782,6451892.505,1872610.77,9.143876556273112,6451892.505,1872610.77,8.227767044646178,8.132859661939797
735,4783,6451894.764,1872608.796,9.143876554602532,6451894.764,1872608.796,8.171371371152718,8.080960817397358
736,4784,6451897.023,1872606.822,9.143876554135563,6451897.023,1872606.822,8.253148796212308,8.30150372597157
737,4785,6451899.282,1872604.848,9.143876556273112,6451899.282,1872604.848,8.537767920058597,8.604547186942092
738,4786,6451901.541,1872602.874,9.143876554602532,6451901.541,1872602.874,8.82534544199357,9.00447194403335
739,4787,6451903.8,1872600.9,9.143876556273112,6451903.8,1872600.9,9.216138464113682,9.23247703065975
740,4788,6451906.059,1872598.926,9.143876554135563,6451906.059,1872598.926,9.057938583268552,9.143876554135563
741,4789,6451908.318,1872596.952,9.143876554602532,6451908.318,1872596.952,8.6081957897605,9.14387655674008
742,4790,6451910.577,1872594.978,9.055276110908299,6451910.577,1872594.978,8.156883661402063,9.143876554135563
743,4791,6451912.814,1872593.023,9.285695356378191,6451912.814,1872593.023,7.723231444379508,9.143876556273112
744,4792,6451915.119,1872591.031,9.551129169281726,6451915.119,1872591.031,8.161577641623488,9.146171949396201
745,4793,6451917.468,1872588.957,9.748592850556792,6451917.468,1872588.957,8.551361594169887,9.143876554602532
746,4794,6451919.876,1872586.852,9.551129167153793,6451919.876,1872586.852,8.553629179465775,9.143876556273112
747,4795,6451922.225,1872584.778,9.287688633359751,6451922.225,1872584.778,8.162678870342283,9.143876554135563
