Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
7077,6451185.102,1873277.821,12.179213654373667,6451131.062,1873334.166,13.60256019506248,12.173117951843949
7078,6451187.79,1873274.86,12.185309356903382,6451134.087,1873330.834,13.60256019506248,11.993294727217311
7079,6451190.479,1873271.898,12.19140506,6451137.111,1873327.502,13.60256019506248,11.840902163974398
7080,6451193.167,1873268.936,12.19140506,6451140.136,1873324.17,13.60256019506248,11.850045717768973
7081,6451195.856,1873265.975,12.19140506,6451143.161,1873320.838,13.60256019506248,11.990246875952455
7082,6451198.545,1873263.013,12.19140506,6451146.205,1873317.484,13.60256019506248,12.103017372752209
7083,6451201.233,1873260.051,12.185309356903382,6451149.194,1873314.173,13.465406888143859,11.950624809509296
7084,6451203.922,1873257.09,12.182261505638524,6451152.133,1873310.954,13.328253581225235,11.594026211520877
7085,6451206.61,1873254.128,12.209692167022249,6451155.044,1873307.748,13.203291679366046,11.23437976
7086,6451209.279,1873251.188,12.301127704967996,6451157.967,1873304.527,13.05394696738799,10.981408107284365
7087,6451212.004,1873248.206,12.410850350502894,6451160.824,1873301.328,12.749161840902163,10.853398354160316
7088,6451214.776,1873245.153,12.474855227064918,6451163.631,1873298.233,12.295032002438282,10.819871990246876
7089,6451217.599,1873242.024,12.50838159097836,6451166.37,1873295.272,11.938433404449864,10.825967692776594
7090,6451220.491,1873238.837,12.499238037183785,6451169.038,1873292.332,11.813471502590673,10.819871990246876
7091,6451223.315,1873235.707,12.487046632124352,6451171.727,1873289.37,11.914050594330996,10.841206949100883
7092,6451226.091,1873232.679,12.554099359951232,6451174.415,1873286.409,12.106065224017067,10.947881743370923
7093,6451228.79,1873229.695,12.72173117951844,6451177.104,1873283.447,12.19140506,11.167327034440719
7094,6451231.625,1873226.62,13.023468454739406,6451179.792,1873280.485,12.19140506,11.478207863456262
7095,6451234.547,1873223.402,13.41054556537641,6451182.481,1873277.524,12.19140506,11.792136543736664
7096,6451237.569,1873220.056,13.736665650716244,6451185.17,1873274.562,12.19140506,12.01158183480646
7097,6451240.696,1873216.694,13.928680280402316,6451187.858,1873271.6,12.19140506,12.045108198719904
7098,6451243.878,1873213.357,14.010972264553489,6451190.547,1873268.639,12.19140506,11.904907040536422
7099,6451247.044,1873210.018,14.026211520877782,6451193.235,1873265.677,12.194452910697956,11.779945138677231
7100,6451250.21,1873206.68,14.032307223407496,6451195.924,1873262.715,12.200548613227674,11.779945138677231
7101,6451253.376,1873203.341,14.026211520877782,6451198.613,1873259.754,12.167022249314233,11.898811338006704
7102,6451256.542,1873200.002,13.751904907040535,6451201.328,1873256.773,12.06339530630905,12.06339530630905
7103,6451259.726,1873196.618,13.090521182566292,6451203.953,1873253.813,11.895763486741847,12.133495885400793
7104,6451262.772,1873193.355,12.389515391648887,6451206.524,1873250.949,11.72813166717464,12.133495885400793
7105,6451265.707,1873190.246,11.901859189271562,6451209.126,1873248.198,11.642791831758611,12.133495885400793
7106,6451268.537,1873187.279,11.795184395001524,6451211.81,1873245.526,11.603169765315453,12.133495885400793
7107,6451271.232,1873184.439,11.990246875952455,6451214.555,1873242.859,11.542212740018286,12.133495885400793
7108,6451273.881,1873181.522,12.112160926546785,6451217.419,1873240.17,11.523925632429137,12.133495885400793
7109,6451276.582,1873178.537,12.139591587930507,6451220.262,1873237.484,11.57269125266687,12.130448034135933
7110,6451279.27,1873175.575,12.167022249314233,6451223.106,1873234.798,11.691557451996342,12.130448034135933
7111,6451281.959,1873172.614,12.179213654373667,6451225.949,1873232.112,11.843950015239257,12.133495885400793
7112,6451284.635,1873169.646,12.200548613227674,6451228.793,1873229.427,11.874428527887838,12.145687290460225
7113,6451287.338,1873166.684,12.24321853093569,6451231.657,1873226.733,11.767753733617798,12.01462968607132
7114,6451290.11,1873163.752,12.301127704967996,6451234.441,1873224.049,11.575739103931726,11.65803109
